LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,CertificateNumber,LicenseStatus,TradeName,CorpName,Long,Lat,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,CityStateZip
LBD7,BWL,209,5/1/2017,4/30/2018,2017,435,Renewed,DE KLEINE DUIVEL,"CZYN, LLC",-76.633813,39.331083,Tavern,7 days,"Beer, Wine, & Liquor",3602 HICKORY AVENUE,21211,"Baltimore, MD 21211"
LBD7,BWL,92,5/1/2017,4/30/2018,2017,295,Renewed,BLUE PIT BBQ,"BLUE PIT, LLC",-76.640793,39.332072,Tavern,7 days,"Beer, Wine, & Liquor",1601 UNION AVENUE,21211,"Baltimore, MD 21211"
LBD7,BWL,323,5/1/2017,4/30/2018,2017,1018,Renewed,THE LIQUOR STORE-SOCIALIZE,"MANJIT, INC. THREE",-76.536505,39.349575,Tavern,7 days,"Beer, Wine, & Liquor",6130 BELAIR ROAD,21206,"Baltimore, MD 21206"
LBD7,BWL,197,5/1/2017,4/30/2018,2017,421,Renewed,J & J DISCOUNT LIQUORS,"GLOBALSCOPE, INC.",-76.674942,39.348508,Tavern,7 days,"Beer, Wine, & Liquor",5117 PARK HEIGHTS AVENUE,21215,"Baltimore, MD 21215"
LBD7,BWL,127,12/13/2017,4/30/2018,2017,T0334,Transferred,DRINKERY,"READ PARK, INC.",-76.618735,39.300329,Tavern,7 days,"Beer, Wine, & Liquor",203-09 READ STREET WEST,21201,"Baltimore, MD 21201"
LBD7,BWL,124,5/1/2017,4/30/2018,2017,331,Renewed,CLUB CHARLES-ZODIAC,"MARTIN & KAHOE, INC.",-76.616454,39.309533,Tavern,7 days,"Beer, Wine, & Liquor",1724-26 CHARLES STREET NORTH,21201,"Baltimore, MD 21201"
LBD7,BWL,64,5/1/2017,4/30/2018,2017,267,Renewed,MARSHALL'S BAR,"MARSHALL'S, INC.",-76.649949,39.268825,Tavern,7 days,"Beer, Wine, & Liquor",2351 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,140,5/1/2017,4/30/2018,2017,347,Renewed,CATON CASTLE,"O AND S ENTERPRISES, LIMITED",-76.673025,39.285145,Tavern,7 days,"Beer, Wine, & Liquor",20 CATON AVENUE SOUTH,21229,"Baltimore, MD 21229"
LBD7,BWL,217,5/1/2017,4/30/2018,2017,443,Renewed,CLUB LUZERNE,"542 N. LUZERNE, INC.",-76.580797,39.297701,Tavern,7 days,"Beer, Wine, & Liquor",542 LUZERNE AVENUE NORTH,21205,"Baltimore, MD 21205"
LBD7,BWL,453,11/14/2016,4/30/2017,2016,T1389,Transferred,CLUB BAR,SUAH LIGHTHOUSE COMPANY INC,-76.643839,39.303145,Tavern,7 days,"Beer, Wine, & Liquor",1609 LAURENS STREET,21217,"Baltimore, MD 21217"
LBD7,BWL,12,5/1/2017,4/30/2018,2017,208,Renewed,MY WAY,"L & S PUB, INC.",-76.586591,39.222969,Tavern,7 days,"Beer, Wine, & Liquor",4800 CURTIS AVENUE,21226,"Baltimore, MD 21226"
LBD7,BWL,435,5/1/2016,4/30/2017,2016,1239,Renewed,LITTLE HAVANA,HAVANA MANAGEMENT INC,-76.60345,39.274166,Tavern,7 days,"Beer, Wine, & Liquor",1325 KEY HIGHWAY,21230,"Baltimore, MD 21230"
AE,AE,13,7/1/2016,6/30/2017,2016,1288,Renewed,DESIRE,"DESIRE,LLC",-76.564992,39.296721,Adult,,,3821-23 PULASKI HIGHWAY,21224,"Baltimore, MD 21224"
LBD7,BWL,224,5/1/2017,4/30/2018,2017,539,Renewed,THE CHASSEUR,"SOLDI FOSSA, LLC",-76.569034,39.284495,Tavern,7 days,"Beer, Wine, & Liquor",3326-28 FOSTER AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,186,5/1/2017,4/30/2018,2017,410,Renewed,VERNELL'S ICE PARADISE,"VERNELL'S ICE PARADISE, INC.",-76.647704,39.301918,Tavern,7 days,"Beer, Wine, & Liquor",1135 MONROE STREET NORTH,21217,"Baltimore, MD 21217"
LBD7,BWL,155,5/1/2017,4/30/2018,2017,374,Renewed,WAVERLY TAVERN,"BS&R, LLC",-76.607523,39.335626,Tavern,7 days,"Beer, Wine, & Liquor",3801 OLD YORK ROAD,21218,"Baltimore, MD 21218"
LBD7,BWL,76,5/1/2017,4/30/2018,2017,279,Renewed,HAMILTON TAVERN,"HAMILTON PUB,LLC",-76.561071,39.352752,Tavern,7 days,"Beer, Wine, & Liquor",5517 HARFORD ROAD,21214,"Baltimore, MD 21214"
AE,AE,6,7/1/2016,6/30/2017,2016,1278,Renewed,LITTLE DARLINGS,"BALTIMORE LITTLE D'S, LLC",-76.610104,39.289727,Adult,,,403-05 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,79,5/1/2017,4/30/2018,2017,282,Renewed,PARK BENCH,1747 BELT CORPORATION,-76.605655,39.269885,Tavern,7 days,"Beer, Wine, & Liquor",1747-49 BELT STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,110,5/1/2017,4/30/2018,2017,317,Renewed,VENICE TAVERN,"DESANTIS, INC.",-76.567235,39.287724,Tavern,7 days,"Beer, Wine, & Liquor",339 CONKLING STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,79,5/1/2017,4/30/2018,2017,282,Renewed,PARK BENCH,1747 BELT CORPORATION,-76.605655,39.269885,Tavern,7 days,"Beer, Wine, & Liquor",1747-49 BELT STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,89,5/1/2017,4/30/2018,2017,292,Renewed,KOCO'S PUB,"KOCO'S PUB, INC.",-76.573441,39.338701,Tavern,7 days,"Beer, Wine, & Liquor",4301 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,385,5/1/2016,4/30/2017,2016,1108,Renewed,DOWNTOWN LOUNGE,"FOUR ONE FOUR, LLC",-76.60958,39.289765,Tavern,7 days,"Beer, Wine, & Liquor",414-16 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,430,5/1/2016,4/30/2017,2016,1223,Renewed,BRISTOL LIQUORS,BDU NEPAL LLC,-76.593363,39.285447,Tavern,7 days,"Beer, Wine, & Liquor",501 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,262,5/1/2017,4/30/2018,2017,747,Renewed,CHEZ JOEY,"CHEZ JOEY, LLC",-76.609565,39.289766,Tavern,7 days,"Beer, Wine, & Liquor",415 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,88,5/1/2017,4/30/2018,2017,291,Renewed,C & C LOUNGE,"ISK, LLC",-76.678897,39.342092,Tavern,7 days,"Beer, Wine, & Liquor",4923 REISTERSTOWN ROAD,21215,"Baltimore, MD 21215"
LBD7,BWL,237,5/1/2017,4/30/2018,2017,720,Renewed,HOLLINSWOOD INN,"AJKJ, INC.",-76.638718,39.25384,Tavern,7 days,"Beer, Wine, & Liquor",2839 ANNAPOLIS ROAD,21230,"Baltimore, MD 21230"
LBD7,BWL,273,5/1/2017,4/30/2018,2017,758,Renewed,RED ROOSTER,"RED ROOSTER, INC.",-76.539383,39.316041,Tavern,7 days,"Beer, Wine, & Liquor",6412-16 FRANKFORD AVENUE,21206,"Baltimore, MD 21206"
LBD7,BWL,258,5/1/2017,4/30/2018,2017,743,Renewed,MARTINI'S BAR,"BROTHERS PLACE, INC.",-76.64652,39.285127,Tavern,7 days,"Beer, Wine, & Liquor",1846-50 PRATT STREET WEST,21223,"Baltimore, MD 21223"
LBD7,BWL,213,5/1/2017,4/30/2018,2017,439,Renewed,ALE MARY'S,"SIDERAIL, INC.",-76.588893,39.284739,Tavern,7 days,"Beer, Wine, & Liquor",1939 FLEET STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,66,5/1/2017,4/30/2018,2017,269,Renewed,KNOTTY PINE INN,"DEMBCO, INC.",-76.566938,39.283438,Tavern,7 days,"Beer, Wine, & Liquor",801 CONKLING STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,53,5/1/2017,4/30/2018,2017,252,Renewed,BERMUDA BAR & LIQUORS,"JH CHOO, INC.",-76.592785,39.312196,Tavern,7 days,"Beer, Wine, & Liquor",1801-03 NORTH AVENUE EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,240,5/1/2017,4/30/2018,2017,724,Renewed,NEW CLUB 909,"KM GRACE, INC.",-76.64014,39.299433,Tavern,7 days,"Beer, Wine, & Liquor",909 CALHOUN STREET NORTH,21217,"Baltimore, MD 21217"
LBD7,BWL,46,5/1/2017,4/30/2018,2017,245,Renewed,LA ROCA,"LA ROCA, LLC",-76.572122,39.295697,Tavern,7 days,"Beer, Wine, & Liquor",3210-14 PULASKI HIGHWAY,21224,"Baltimore, MD 21224"
LBD7,BWL,217,5/1/2017,4/30/2018,2017,443,Renewed,CLUB LUZERNE,"542 N. LUZERNE, INC.",-76.580797,39.297701,Tavern,7 days,"Beer, Wine, & Liquor",542 LUZERNE AVENUE NORTH,21205,"Baltimore, MD 21205"
LBD7,BWL,178,5/1/2017,4/30/2018,2017,402,Renewed,COCKEYED COW SALOON,"900 CAREY, INC.",-76.637138,39.281957,Tavern,7 days,"Beer, Wine, & Liquor",900 CAREY STREET SOUTH,21223,"Baltimore, MD 21223"
LBD7,BWL,173,5/1/2017,4/30/2018,2017,397,Renewed,DDL LOUNGE,"DDL LOUNGE, LLC",-76.581695,39.314605,Tavern,7 days,"Beer, Wine, & Liquor",2008 BELAIR ROAD,21213,"Baltimore, MD 21213"
LBD7,BWL,242,5/1/2017,4/30/2018,2017,726,Renewed,PLAYBOOK,"WEIDOG, LLC",-76.534323,39.281096,Tavern,7 days,"Beer, Wine, & Liquor",6700 GERMAN HILL ROAD,21222,"Baltimore, MD 21222"
LBD7,BWL,275,5/1/2017,4/30/2018,2017,760,Renewed,MY COUSIN PLACE,"ECSTASY BAR AND RESTAURANT ,LLC",-76.56381,39.29152,Tavern,7 days,"Beer, Wine, & Liquor",3925-27 LOMBARD STREET EAST,21224,"Baltimore, MD 21224"
LBD7,BWL,120,5/1/2017,4/30/2018,2017,327,Renewed,SHERRY'S PLACE,N/A,-76.593741,39.288066,Tavern,7 days,"Beer, Wine, & Liquor",238 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
AE,AE,10,7/1/2016,6/30/2017,2016,1285,Renewed,DIVING HORSE GENTLEMAN CLUB,"5 COMMERCE STREET, LLC",-76.610227,39.289459,Adult,,,5-11 COMMERCE STREET,21202,"Baltimore, MD 21202"
LBD7,BWL,239,5/1/2017,4/30/2018,2017,723,Renewed,NORTH INN,"NAGY, INC.",-76.6163,39.311045,Tavern,7 days,"Beer, Wine, & Liquor",3 NORTH AVENUE EAST,21202,"Baltimore, MD 21202"
AE,AE,9,7/1/2016,6/30/2017,2016,1284,Renewed,FANTASIES,"KIMMICO, INC.",-76.587684,39.216979,Adult,,,5520 PENNINGTON AVENUE,21226,"Baltimore, MD 21226"
LBD7,BWL,159,5/1/2017,4/30/2018,2017,382,Renewed,YARDARM,N/A,-76.592313,39.282612,Tavern,7 days,"Beer, Wine, & Liquor",1718 LANCASTER STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,158,5/1/2017,4/30/2018,2017,381,Renewed,COCKY LOU'S,"AZ PLUS, INC",-76.588516,39.312396,Tavern,7 days,"Beer, Wine, & Liquor",2101-03 NORTH AVENUE EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,89,5/1/2017,4/30/2018,2017,292,Renewed,KOCO'S PUB,"KOCO'S PUB, INC.",-76.573441,39.338701,Tavern,7 days,"Beer, Wine, & Liquor",4301 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,444,5/1/2016,4/30/2017,2016,1260,Renewed,LA RUMBA,"LA RUMBA, LLC",-76.594231,39.289223,Tavern,7 days,"Beer, Wine, & Liquor",1650-54 PRATT STREET EAST,21231,"Baltimore, MD 21231"
LBD7,BWL,37,5/1/2017,4/30/2018,2017,235,Renewed,KLYMAXX LOUNGE,"ISIS, LLC",-76.6181,39.292533,Tavern,7 days,"Beer, Wine, & Liquor",226-28 PARK AVENUE,21202,"Baltimore, MD 21202"
LBD7,BWL,44,5/1/2017,4/30/2018,2017,242,Renewed,PARADISE BAY,"RAYLIS ENTERPRISES, INC.",-76.588424,39.225048,Tavern,7 days,"Beer, Wine, & Liquor",4507 PENNINGTON AVENUE,21226,"Baltimore, MD 21226"
LBD7,BWL,77,5/1/2017,4/30/2018,2017,280,Renewed,PEPPER'S LIQUORS,H&S INC.,-76.689544,39.347113,Tavern,7 days,"Beer, Wine, & Liquor",5440 REISTERSTOWN ROAD,21215,"Baltimore, MD 21215"
LBD7,BWL,268,5/1/2017,4/30/2018,2017,753,Renewed,ADMIRALS CUP,"ADMIRALS CUP, LLC",-76.593467,39.281756,Tavern,7 days,"Beer, Wine, & Liquor",1645 THAMES STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,120,5/1/2017,4/30/2018,2017,327,Renewed,SHERRY'S PLACE,N/A,-76.593741,39.288066,Tavern,7 days,"Beer, Wine, & Liquor",238 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,211,5/1/2017,4/30/2018,2017,437,Renewed,BLUEGRASS,"BLUEGRASS ENTERPRISES, LLC",-76.615256,39.272465,Tavern,7 days,"Beer, Wine, & Liquor",1500 HANOVER STREET SOUTH,21230,"Baltimore, MD 21230"
LBD7,BWL,446,5/20/2016,4/30/2017,2016,T1270,Transferred,POLE PLAY LOUNGE,N/A,-76.609514,39.289768,Tavern,7 days,"Beer, Wine, & Liquor",417 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,233,5/1/2017,4/30/2018,2017,716,Renewed,WALT'S INN,"W.J.T., INC.",-76.570954,39.28036,Tavern,7 days,"Beer, Wine, & Liquor",3201 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,404,5/1/2016,4/30/2017,2016,1158,Renewed,BARTENDERS,"BARTENDERS, INC.",-76.585096,39.283561,Tavern,7 days,"Beer, Wine, & Liquor",2218 BOSTON STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,235,5/1/2017,4/30/2018,2017,718,Renewed,SUPER STAR INN,"SERDENES RESTAURANT, INC.",-76.54958,39.301294,Tavern,7 days,"Beer, Wine, & Liquor",5603 PULASKI HIGHWAY,21205,"Baltimore, MD 21205"
LBD7,BWL,117,5/1/2017,4/30/2018,2017,324,Renewed,JOE'S PLACE,"6200 REIST,INC.",-76.69899,39.353794,Tavern,7 days,"Beer, Wine, & Liquor",6200 REISTERSTOWN ROAD,21215,"Baltimore, MD 21215"
LBD7,BWL,265,5/1/2017,4/30/2018,2017,750,Renewed,NEW RITZ,"NEW RITZ, INC.",-76.593571,39.285358,Tavern,7 days,"Beer, Wine, & Liquor",504 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,256,5/1/2017,4/30/2018,2017,741,Renewed,PORT CITY TAVERN,"PORT CITY TAVERN,INC.",-76.587863,39.285814,Tavern,7 days,"Beer, Wine, & Liquor",2036 EASTERN AVENUE,21231,"Baltimore, MD 21231"
LBD7,BWL,428,5/1/2016,4/30/2017,2016,1216,Renewed,DREAM TAVERN CARIBBEAN USA,"DREAM TAVERN, LLC",-76.584956,39.311036,Tavern,7 days,"Beer, Wine, & Liquor",2300 LAFAYETTE AVENUE EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,258,5/1/2017,4/30/2018,2017,743,Renewed,MARTINI'S BAR,"BROTHERS PLACE, INC.",-76.64652,39.285127,Tavern,7 days,"Beer, Wine, & Liquor",1846-50 PRATT STREET WEST,21223,"Baltimore, MD 21223"
LBD7,BWL,17,5/1/2017,4/30/2018,2017,213,Renewed,MYSTIC TAVERN,"MYSTIC T & M, INC.",-76.665677,39.279894,Tavern,7 days,"Beer, Wine, & Liquor",2949 FREDERICK AVENUE,21223,"Baltimore, MD 21223"
LBD7,BWL,450,3/24/2017,4/30/2017,2016,T1304,Transferred,SECURED CREDITOR,"NORINO PROPERTIES, LLC",-76.649826,39.284015,Tavern,7 days,"Beer, Wine, & Liquor",291 PULASKI STREET SOUTH,21223,"Baltimore, MD 21223"
LBD7,BWL,138,5/1/2017,4/30/2018,2017,345,Renewed,YOUNG'S PLACE,"MILLIONAIRE, INC",-76.586214,39.294266,Tavern,7 days,"Beer, Wine, & Liquor",2200 FAYETTE STREET EAST,21231,"Baltimore, MD 21231"
LBD7,BWL,221,5/1/2017,4/30/2018,2017,447,Renewed,NEW EDISON LOUNGE,"KYUN MAN, INC.",-76.572474,39.299243,Tavern,7 days,"Beer, Wine, & Liquor",3133-35 MONUMENT STREET EAST,21205,"Baltimore, MD 21205"
LBD7,BWL,255,5/1/2017,4/30/2018,2017,740,Renewed,CAPTAIN LARRY'S,"CANDLEFACE, LLC",-76.604874,39.272889,Tavern,7 days,"Beer, Wine, & Liquor",601-05 FORT AVENUE EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,451,9/7/2016,4/30/2017,2016,T1265,Transferred,SLIM ACE OF CLUB,"4200 PARKSIDE BELAIR,INC.",-76.565806,39.327785,Tavern,7 days,"Beer, Wine, & Liquor",4200 BELAIR ROAD,21206,"Baltimore, MD 21206"
LBD7,BWL,270,5/1/2017,4/30/2018,2017,755,Renewed,CLUB HOUSE BAR & LIQUOR,"P.N.J., INC",-76.566678,39.312313,Tavern,7 days,"Beer, Wine, & Liquor",4217 ERDMAN AVENUE,21213,"Baltimore, MD 21213"
LBD7,BWL,179,5/1/2017,4/30/2018,2017,403,Renewed,MUSTANG INN,"GINGER, INC.",-76.571291,39.286452,Tavern,7 days,"Beer, Wine, & Liquor",3203 EASTERN AVENUE,21224,"Baltimore, MD 21224"
AE,AE,7,7/1/2016,6/30/2017,2016,1281,Renewed,CLUB PUSSYCAT,"CLUB PUSSYCAT, INC.",-76.609703,39.289758,Adult,,,411 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
AE,AE,10,7/1/2016,6/30/2017,2016,1285,Renewed,DIVING HORSE GENTLEMAN CLUB,"5 COMMERCE STREET, LLC",-76.610227,39.289459,Adult,,,5-11 COMMERCE STREET,21202,"Baltimore, MD 21202"
LBD7,BWL,68,5/1/2017,4/30/2018,2017,271,Renewed,OPPOSITE SIDEWALK SALOON,"WEHAZIT, INC.",-76.637975,39.28569,Tavern,7 days,"Beer, Wine, & Liquor",132 CAREY STREET SOUTH,21223,"Baltimore, MD 21223"
LBD7,BWL,68,5/1/2017,4/30/2018,2017,271,Renewed,OPPOSITE SIDEWALK SALOON,"WEHAZIT, INC.",-76.637975,39.28569,Tavern,7 days,"Beer, Wine, & Liquor",132 CAREY STREET SOUTH,21223,"Baltimore, MD 21223"
LBD7,BWL,234,5/1/2017,4/30/2018,2017,717,Renewed,DESIRE,"DESIRE,LLC",-76.564992,39.296721,Tavern,7 days,"Beer, Wine, & Liquor",3821-23 PULASKI HIGHWAY,21224,"Baltimore, MD 21224"
LBD7,BWL,196,5/1/2017,4/30/2018,2017,420,Renewed,ROYAL CASINO,IVEY CORPORATION,-76.633067,39.302232,Tavern,7 days,"Beer, Wine, & Liquor",1515-19 PENNSYLVANIA AVENUE,21217,"Baltimore, MD 21217"
LBD7,BWL,272,5/1/2017,4/30/2018,2017,757,Renewed,WASHINGTON BAR & LIQUOR,"PNA, INC.",-76.652287,39.266782,Tavern,7 days,"Beer, Wine, & Liquor",2501-03 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,274,5/1/2017,4/30/2018,2017,759,Renewed,MAX'S ON BROADWAY,BETOR CORPORATION,-76.592927,39.28258,Tavern,7 days,"Beer, Wine, & Liquor",731-37 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,207,5/1/2017,4/30/2018,2017,433,Renewed,JIM DANDY'S,"JIM DANDY'S TAVERN, INC.",-76.586563,39.222638,Tavern,7 days,"Beer, Wine, & Liquor",4810 CURTIS AVENUE,21226,"Baltimore, MD 21226"
LBD7,BWL,187,5/1/2017,4/30/2018,2017,411,Renewed,CHRIS LIQUOR & GRILL,"1269 WASHINGTON, INC.",-76.635175,39.280771,Tavern,7 days,"Beer, Wine, & Liquor",1269 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,108,5/1/2017,4/30/2018,2017,315,Renewed,SCORES BALTIMORE,"SCMD, LLC",-76.610414,39.297618,Tavern,7 days,"Beer, Wine, & Liquor",615 FALLSWAY,21202,"Baltimore, MD 21202"
LBD7,BWL,178,5/1/2017,4/30/2018,2017,402,Renewed,COCKEYED COW SALOON,"900 CAREY, INC.",-76.637138,39.281957,Tavern,7 days,"Beer, Wine, & Liquor",900 CAREY STREET SOUTH,21223,"Baltimore, MD 21223"
LBD7,BWL,109,5/1/2017,4/30/2018,2017,316,Renewed,OF LOVE AND REGRET,"CONKLING STREET, LLC",-76.566763,39.280759,Tavern,7 days,"Beer, Wine, & Liquor",1028 CONKLING STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,231,5/1/2017,4/30/2018,2017,713,Renewed,LITTLE HAVANA,HAVANA MANAGEMENT INC,-76.60345,39.274166,Tavern,7 days,"Beer, Wine, & Liquor",1325 KEY HIGHWAY,21230,"Baltimore, MD 21230"
LBD7,BWL,148,5/1/2017,4/30/2018,2017,355,Renewed,MAGERK'S,"MAGERK'S PUB, INC.",-76.614381,39.277017,Tavern,7 days,"Beer, Wine, & Liquor",1061 CHARLES STREET SOUTH,21230,"Baltimore, MD 21230"
LBD7,BWL,164,5/1/2017,4/30/2018,2017,387,Renewed,LUCKY'S PENNINGTON STATION,"SAGITARIUS PARTNERSHIP, LTD.",-76.588153,39.222092,Tavern,7 days,"Beer, Wine, & Liquor",4901 PENNINGTON AVENUE,21226,"Baltimore, MD 21226"
LBD7,BWL,152,5/1/2017,4/30/2018,2017,366,Renewed,IBIS TAVERN,"IBIS TAVERN, LLC",-76.556907,39.357536,Tavern,7 days,"Beer, Wine, & Liquor",6016 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,208,6/9/2017,4/30/2018,2017,T0434,Transferred,O'RYAN'S PUB,"O'RYAN, LLC",-76.559887,39.291844,Tavern,7 days,"Beer, Wine, & Liquor",53-55 KRESSON STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,199,5/1/2017,4/30/2018,2017,424,Renewed,ROWAN TREE,"Z AND J, LLC",-76.613962,39.270606,Tavern,7 days,"Beer, Wine, & Liquor",1633 CHARLES STREET SOUTH,21230,"Baltimore, MD 21230"
AE,AE,16,7/1/2016,6/30/2017,2016,1291,Renewed,GENTLEMEN'S GOLD CLUB,"GGC-BALTIMORE, LLC.",-76.548498,39.301657,Adult,,,5801 PULASKI HIGHWAY,21205,"Baltimore, MD 21205"
AE,AE,13,7/1/2016,6/30/2017,2016,1288,Renewed,DESIRE,"DESIRE,LLC",-76.564992,39.296721,Adult,,,3821-23 PULASKI HIGHWAY,21224,"Baltimore, MD 21224"
LBD7,BWL,240,5/1/2017,4/30/2018,2017,724,Renewed,NEW CLUB 909,"KM GRACE, INC.",-76.64014,39.299433,Tavern,7 days,"Beer, Wine, & Liquor",909 CALHOUN STREET NORTH,21217,"Baltimore, MD 21217"
LBD7,BWL,206,5/1/2017,4/30/2018,2017,432,Renewed,PENN LIQUOR,"HYUN'S LIQUORS, INC.",-76.607531,39.302356,Tavern,7 days,"Beer, Wine, & Liquor",1041 GREENMOUNT AVENUE,21202,"Baltimore, MD 21202"
LBD7,BWL,104,5/1/2017,4/30/2018,2017,307,Renewed,WYLIE LIQUORS,"J & T LIQUORS, INC.",-76.666308,39.341561,Tavern,7 days,"Beer, Wine, & Liquor",3101-03 WYLIE AVENUE,21215,"Baltimore, MD 21215"
LBD7,BWL,66,5/1/2017,4/30/2018,2017,269,Renewed,KNOTTY PINE INN,"DEMBCO, INC.",-76.566938,39.283438,Tavern,7 days,"Beer, Wine, & Liquor",801 CONKLING STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,127,12/13/2017,4/30/2018,2017,T0334,Transferred,DRINKERY,"READ PARK, INC.",-76.618735,39.300329,Tavern,7 days,"Beer, Wine, & Liquor",203-09 READ STREET WEST,21201,"Baltimore, MD 21201"
LBD7,BWL,155,5/1/2017,4/30/2018,2017,374,Renewed,WAVERLY TAVERN,"BS&R, LLC",-76.607523,39.335626,Tavern,7 days,"Beer, Wine, & Liquor",3801 OLD YORK ROAD,21218,"Baltimore, MD 21218"
AE,AE,18,7/1/2016,6/30/2017,2016,1296,Renewed,CLUB ELDORADO,"ELDORADO LOUNGE, INC.",-76.562494,39.291569,Adult,,,4100-02 LOMBARD STREET EAST,21224,"Baltimore, MD 21224"
LBD7,BWL,33,5/1/2017,4/30/2018,2017,231,Renewed,RED ROOM,"411 EAST, LLC",-76.609703,39.289758,Tavern,7 days,"Beer, Wine, & Liquor",411 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,133,5/1/2017,4/30/2018,2017,340,Renewed,DOGWATCH TAVERN,"DOGWATCH TAVERN, LLC",-76.593195,39.283247,Tavern,7 days,"Beer, Wine, & Liquor",709 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,156,5/1/2017,4/30/2018,2017,379,Renewed,BOB'S BAR,"C & C ENTERPRISES, INC.",-76.633834,39.281832,Tavern,7 days,"Beer, Wine, & Liquor",1171-73 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,56,5/1/2017,4/30/2018,2017,255,Renewed,PIGTOWN TAVERN,"737 CARROLL, LLC",-76.627116,39.282172,Tavern,7 days,"Beer, Wine, & Liquor",737 CARROLL STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,36,5/1/2017,4/30/2018,2017,234,Renewed,HONEY'S LOUNGE,"BERNIA , INC.",-76.59229,39.287679,Tavern,7 days,"Beer, Wine, & Liquor",1722-24 GOUGH STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,208,6/9/2017,4/30/2018,2017,T0434,Transferred,O'RYAN'S PUB,"O'RYAN, LLC",-76.559887,39.291844,Tavern,7 days,"Beer, Wine, & Liquor",53-55 KRESSON STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,42,5/1/2017,4/30/2018,2017,240,Renewed,GNOCCO,"BREWERS HILL PUB & GRILL, LLC",-76.565334,39.285668,Tavern,7 days,"Beer, Wine, & Liquor",3734 FLEET STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,216,5/1/2017,4/30/2018,2017,442,Renewed,GAME,"SECOND CHANCE OPERATING VENTURES, LLC",-76.624913,39.274762,Tavern,7 days,"Beer, Wine, & Liquor",1400 WARNER STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,113,5/1/2017,4/30/2018,2017,320,Renewed,OTTOBAR,"CAMP ZAMA, INC.",-76.619795,39.31883,Tavern,7 days,"Beer, Wine, & Liquor",2549-53 HOWARD STREET NORTH,21218,"Baltimore, MD 21218"
LBD7,BWL,203,5/1/2017,4/30/2018,2017,428,Renewed,SOUTHSIDE SALOON,"SOUTHSIDE SALOON, LLC",-76.607303,39.272882,Tavern,7 days,"Beer, Wine, & Liquor",430 FORT AVENUE EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,38,5/1/2017,4/30/2018,2017,236,Renewed,MIXERS,"CLARK JONES, INC.",-76.537504,39.3487,Tavern,7 days,"Beer, Wine, & Liquor",6037 BELAIR ROAD,21206,"Baltimore, MD 21206"
